[User ID],[IP No.],[Latitude],[Longitude]
0.0,1.0,-0.19635742158639086,-0.8651264359750187
1.0,0.0,-0.19259558622701117,-1.2063371627803032
2.0,7.0,-0.38404381936579185,2.3367014382290483
3.0,12.0,0.0002390129601620968,-0.7287530421201187
4.0,13.0,0.0002390129601620968,-0.7287530421201187
5.0,27.0,-0.4855566222425043,-1.1739755635661786
6.0,28.0,-0.4855566222425043,-1.1739755635661786
7.0,29.0,-0.4855566222425043,-1.1739755635661786
8.0,30.0,-0.00375793710917912,-0.5629960356560295
9.0,31.0,-0.00375793710917912,-0.5629960356560295
10.0,32.0,-0.2782503072870273,-1.204042138589306
11.0,33.0,-0.2782503072870273,-1.204042138589306
12.0,34.0,-0.2782503072870273,-1.204042138589306
13.0,35.0,0.15877929410816172,-0.5341006397427449
14.0,36.0,0.15877929410816172,-0.5341006397427449
15.0,37.0,0.11013487135756087,-0.7380372737472224
16.0,38.0,0.11013487135756087,-0.7380372737472224
17.0,39.0,-0.005322666040990208,-1.0643688867343866
18.0,40.0,-0.005322666040990208,-1.0643688867343866
19.0,41.0,0.3358287781127647,-1.220523847378747
20.0,8.0,0.001779419680597653,-0.6346245926695654
21.0,43.0,0.5868664291210318,-1.2071742988876848
22.0,44.0,0.5868664291210318,-1.2071742988876848
23.0,45.0,0.5868664291210318,-1.2071742988876848
24.0,42.0,0.5868664291210318,-1.2071742988876848
25.0,46.0,-0.08862624000139367,-0.5891920395332327
26.0,47.0,-0.08862624000139367,-0.5891920395332327
27.0,48.0,-0.8731959197382496,-0.6666589108853274
28.0,49.0,-0.8731959197382496,-0.6666589108853274
29.0,50.0,0.9548939168444934,0.4482806108712264
30.0,51.0,0.9483512419845376,-0.9957602407511964
31.0,52.0,0.9483512419845376,-0.9957602407511964
32.0,53.0,0.022088466178973653,-0.5539471217715501
33.0,54.0,-0.14238643454459926,-0.7748279856457992
34.0,55.0,-0.14238643454459926,-0.7748279856457992
35.0,56.0,-0.14238643454459926,-0.7748279856457992
36.0,14.0,0.15749832430906266,-0.5148924909008288
37.0,15.0,-0.8678450332356833,-0.8437422742142373
38.0,16.0,-0.8678450332356833,-0.8437422742142373
39.0,17.0,0.030698529005830078,-0.5536049643641711
40.0,18.0,0.030698529005830078,-0.5536049643641711
41.0,19.0,0.030698529005830078,-0.5536049643641711
42.0,9.0,0.010511093564330585,-0.5603453300494566
43.0,10.0,-0.11668596452469851,-0.5947003680717897
44.0,11.0,-0.11668596452469851,-0.5947003680717897
45.0,20.0,-0.8209437023003125,-0.8750922776152413
46.0,21.0,-0.8209437023003125,-0.8750922776152413
47.0,22.0,-0.8209437023003125,-0.8750922776152413
48.0,23.0,-0.8209437023003125,-0.8750922776152413
49.0,24.0,0.164300436090355,-0.5876191973799448
50.0,25.0,0.164300436090355,-0.5876191973799448
51.0,26.0,0.164300436090355,-0.5876191973799448
52.0,57.0,0.15569848066729003,-0.5146896307778768
53.0,58.0,0.15569848066729003,-0.5146896307778768
54.0,71.0,0.13268966870625593,-0.7391435376177207
55.0,72.0,-0.6202611362427092,-0.8690686843643862
56.0,73.0,-0.7003785005129486,-0.993572056224954
57.0,74.0,-0.6059272463388655,-0.8614708965594233
58.0,75.0,-0.6059272463388655,-0.8614708965594233
59.0,76.0,-0.10698950958974557,-0.8586971224782597
60.0,77.0,-0.10176023414405579,-0.6965929506281264
61.0,59.0,0.21630132401074695,-0.6032691796652828
62.0,60.0,0.21630132401074695,-0.6032691796652828
63.0,78.0,-0.11913440046981214,-0.8418056362404553
64.0,79.0,-0.11913440046981214,-0.8418056362404553
65.0,61.0,-0.43598795545964186,-0.9959428148618531
66.0,80.0,2.3709898149410233,0.7032081653809216
67.0,81.0,2.3709898149410233,0.7032081653809216
68.0,62.0,-0.34656329163645405,-0.726870500179124
69.0,63.0,0.6765424224617641,0.5708973835883405
70.0,64.0,0.6765424224617641,0.5708973835883405
71.0,65.0,0.10367327053552253,-0.7197447002602297
72.0,66.0,0.10367327053552253,-0.7197447002602297
73.0,67.0,0.030649884583079014,-0.860622941245484
74.0,68.0,0.030649884583079014,-0.860622941245484
75.0,69.0,0.24573119977486035,-0.6423603253581354
76.0,70.0,0.24573119977486035,-0.6423603253581354
77.0,88.0,0.32926988844522537,0.5999740012114624
78.0,89.0,0.9805700646530187,0.6279240689517905
79.0,90.0,0.9805700646530187,0.6279240689517905
80.0,91.0,0.37521454573316754,0.5503868727570724
81.0,92.0,0.19394110435305442,0.42450675686207023
82.0,93.0,1.5332193515225936,0.6908107070669144
83.0,82.0,0.9684089589653686,0.578111089560514
84.0,83.0,0.7660400529190778,0.5636769156120687
85.0,84.0,0.7660400529190778,0.5636769156120687
86.0,85.0,0.7660400529190778,0.5636769156120687
87.0,86.0,0.5265554523140783,0.5476820711177124
88.0,87.0,0.5265554523140783,0.5476820711177124
89.0,94.0,0.6305977651738218,0.6680457440692396
90.0,95.0,0.6305977651738218,0.6680457440692396
91.0,97.0,0.19549772588107348,0.6202600135066636
92.0,96.0,0.19549772588107348,0.6202600135066636
93.0,98.0,-0.5379547729486928,-1.1531702293562198
94.0,99.0,-0.5379547729486928,-1.1531702293562198
95.0,100.0,-0.5379547729486928,-1.1531702293562198
96.0,101.0,-0.5379547729486928,-1.1531702293562198
97.0,102.0,0.7319403125709067,0.551513422639866
98.0,103.0,0.7319403125709067,0.551513422639866
99.0,104.0,0.7319403125709067,0.551513422639866
100.0,105.0,-1.001982028970465,-0.667849023606646
101.0,106.0,-1.001982028970465,-0.667849023606646
102.0,107.0,-1.001982028970465,-0.667849023606646
103.0,108.0,-1.001982028970465,-0.667849023606646
104.0,109.0,0.623463249837067,0.42405911219075615
105.0,110.0,0.623463249837067,0.42405911219075615
106.0,113.0,-0.9611855730902946,-0.6522693661639314
107.0,114.0,-0.9611855730902946,-0.6522693661639314
108.0,115.0,-0.6113997438983083,-1.1387969134446603
109.0,116.0,-0.6113997438983083,-1.1387969134446603
110.0,111.0,-0.700637937434285,0.9231531678879522
111.0,112.0,-0.700637937434285,0.9231531678879522
112.0,117.0,-0.3836384491762039,2.3358710641257647
113.0,118.0,-0.38404381936579185,2.3367014382290483
